BuildingID,Postcode,Category,SupplierName,TotalTasks
L054,LE2 1XD,Security,Parr FM,1
L055,FY8 4GW,Building Fabric Maintenance,HFL Building Solutions,7
L055,FY8 4GW,Building Fabric Maintenance,IdVerde,1
L055,FY8 4GW,Building Fabric Maintenance,MSL,1
L055,FY8 4GW,Car Park Management,Arrow Industrial,1
L055,FY8 4GW,Car Park Management,HFL Building Solutions,1
L055,FY8 4GW,Cleaning,SB-FM,1
L055,FY8 4GW,Emergency & Fire Safety Systems,UBS,1
L055,FY8 4GW,Ground & Landscaping,Metro Rod,1
L055,FY8 4GW,M&E Services,HFL Building Solutions,2
L055,FY8 4GW,M&E Services,Aqualytix,2
L055,FY8 4GW,M&E Services,RJ Lifts,2
L055,FY8 4GW,M&E Services,Metro Rod,1
L055,FY8 4GW,Security,Arrow Industrial,1
L056,DL8 5EP,Building Fabric Maintenance,Parr FM,3
L056,DL8 5EP,Building Fabric Maintenance,NSS Maintenance,2
L056,DL8 5EP,Building Fabric Maintenance,MSL,1
L056,DL8 5EP,Ground & Landscaping,Ground Control,1
L058,DH7 0LP,Building Fabric Maintenance,HFL Building Solutions,1
L058,DH7 0LP,Building Fabric Maintenance,NSS Maintenance,1
L058,DH7 0LP,M&E Services,HFL Building Solutions,7
L058,DH7 0LP,M&E Services,Arrow Industrial,1
L058,DH7 0LP,M&E Services,Aqualytix,1
L069,LS17 5DT,Building Fabric Maintenance,NSS Maintenance,3
L069,LS17 5DT,Building Fabric Maintenance,Parr FM,3
L069,LS17 5DT,Ground & Landscaping,J K & J Johnson Grounds Maintenance,2
L069,LS17 5DT,M&E Services,Metro Rod,6
L069,LS17 5DT,M&E Services,Parr FM,1
L081,SW16 6PX,M&E Services,RJ Lifts,9
L081,SW16 6PX,M&E Services,Jacksons Lifts,1
L083,W6 7EG,Building Fabric Maintenance,MSL,1
L083,W6 7EG,M&E Services,UBS,1
L084,LS11 8PN,Building Fabric Maintenance,PTSG - Access & Safety,1
L084,LS11 8PN,M&E Services,HFL Building Solutions,6
L084,LS11 8PN,M&E Services,RJ Lifts,2
L084,LS11 8PN,M&E Services,Aqualytix,1
L093,SA15 3JH,Building Fabric Maintenance,MSL,1
L094,SA14 9DP,Building Fabric Maintenance,MSL,1
L094,SA14 9DP,Car Park Management,MSL,1
L094,SA14 9DP,Ground & Landscaping,MSL,2
L095,N4 1TL ,M&E Services,Parr FM,1
L098,WS13 7FA,Building Fabric Maintenance,MSL,3
L098,WS13 7FA,Building Fabric Maintenance,NSS Maintenance,2
L098,WS13 7FA,Car Park Management,MSL,3
L098,WS13 7FA,Emergency & Fire Safety Systems,Marlowe,2
L098,WS13 7FA,Ground & Landscaping,IdVerde,1
L098,WS13 7FA,M&E Services,Metro Rod,1
L098,WS13 7FA,Security,Marlowe,3
L114,LS7 4HZ,Building Fabric Maintenance,HFL Building Solutions,4
L114,LS7 4HZ,Building Fabric Maintenance,NSS Maintenance,3
L114,LS7 4HZ,Building Fabric Maintenance,Parr FM,2
L114,LS7 4HZ,Building Fabric Maintenance,MSL,1
L114,LS7 4HZ,Emergency & Fire Safety Systems,HFL Building Solutions,1
L114,LS7 4HZ,Emergency & Fire Safety Systems,Marlowe,1
L114,LS7 4HZ,Ground & Landscaping,J K & J Johnson Grounds Maintenance,3
L114,LS7 4HZ,Ground & Landscaping,HFL Building Solutions,2
L114,LS7 4HZ,Ground & Landscaping,IdVerde,1
L114,LS7 4HZ,Ground & Landscaping,Ground Control,1
L114,LS7 4HZ,Ground & Landscaping,NSS Maintenance,1
L114,LS7 4HZ,M&E Services,RJ Lifts,12
L114,LS7 4HZ,M&E Services,HFL Building Solutions,11
L114,LS7 4HZ,M&E Services,Arrow Industrial,4
L114,LS7 4HZ,M&E Services,Metro Rod,2
L114,LS7 4HZ,M&E Services,MSL,2
L114,LS7 4HZ,M&E Services,Marlowe,1
L114,LS7 4HZ,M&E Services,Parr FM,1
L114,LS7 4HZ,Security,Marlowe,5
L114,LS7 4HZ,Security,Arrow Industrial,2
L118,LS6 2DP,Building Fabric Maintenance,MSL,3
L118,LS6 2DP,Building Fabric Maintenance,HFL Building Solutions,2
L118,LS6 2DP,Cleaning,HFL Building Solutions,1
L118,LS6 2DP,Cleaning,Zest Recycling,1
L118,LS6 2DP,Emergency & Fire Safety Systems,Marlowe,3
L118,LS6 2DP,Emergency & Fire Safety Systems,Parr FM,2
L118,LS6 2DP,Ground & Landscaping,IdVerde,3
L118,LS6 2DP,Ground & Landscaping,J K & J Johnson Grounds Maintenance,2
L118,LS6 2DP,Ground & Landscaping,Parr FM,1
L118,LS6 2DP,Ground & Landscaping,Ground Control,1
L118,LS6 2DP,M&E Services,RJ Lifts,4
L118,LS6 2DP,M&E Services,Marlowe,2
L118,LS6 2DP,M&E Services,Arrow Industrial,1
L118,LS6 2DP,M&E Services,Parr FM,1
L118,LS6 2DP,Security,Marlowe,5
L118,LS6 2DP,Waste disposal,Zest Recycling,3
L127,LS9 6AU,Building Fabric Maintenance,NSS Maintenance,2
L127,LS9 6AU,Building Fabric Maintenance,Metro Rod,1
L131,W1D 6AG,Building Fabric Maintenance,NSS Maintenance,4
L131,W1D 6AG,Emergency & Fire Safety Systems,Marlowe,2
L131,W1D 6AG,M&E Services,RJ Lifts,6
L135,LS17 6PZ,Building Fabric Maintenance,MSL,2
L135,LS17 6PZ,Ground & Landscaping,J K & J Johnson Grounds Maintenance,1
L135,LS17 6PZ,M&E Services,Metro Rod,1
M015,CR4 1BP,Building Fabric Maintenance,UBS,3
M015,CR4 1BP,Building Fabric Maintenance,Parr FM,1
M015,CR4 1BP,Emergency & Fire Safety Systems,Marlowe,2
M015,CR4 1BP,Emergency & Fire Safety Systems,UBS,1
M015,CR4 1BP,Ground & Landscaping,IdVerde,1
M015,CR4 1BP,M&E Services,UBS,22
M015,CR4 1BP,M&E Services,MSL,2
M015,CR4 1BP,M&E Services,Aqualytix,1
M015,CR4 1BP,M&E Services,Metro Rod,1
M015,CR4 1BP,Waste disposal,Zest Recycling,1
M031,SK11 6JL,Building Fabric Maintenance,HFL Building Solutions,13
M031,SK11 6JL,Building Fabric Maintenance,NSS Maintenance,9
M031,SK11 6JL,Building Fabric Maintenance,Arrow Industrial,2
M031,SK11 6JL,Building Fabric Maintenance,Marlowe,2
M031,SK11 6JL,Building Fabric Maintenance,Parr FM,2
M031,SK11 6JL,Building Fabric Maintenance,UK Gutters,1
M031,SK11 6JL,Car Park Management,Parr FM,7
M031,SK11 6JL,Car Park Management,Metro Rod,1
M031,SK11 6JL,Car Park Management,HFL Building Solutions,1
M031,SK11 6JL,Car Park Management,Arrow Industrial,1
M031,SK11 6JL,Cleaning,HFL Building Solutions,1
M031,SK11 6JL,Cleaning,IdVerde,1
M031,SK11 6JL,Cleaning,SB-FM,1
M031,SK11 6JL,Emergency & Fire Safety Systems,Marlowe,10
M031,SK11 6JL,Emergency & Fire Safety Systems,HFL Building Solutions,1
M031,SK11 6JL,Emergency & Fire Safety Systems,Dorma Kaba,1
M031,SK11 6JL,Ground & Landscaping,HFL Building Solutions,2
M031,SK11 6JL,Ground & Landscaping,IdVerde,1
M031,SK11 6JL,M&E Services,HFL Building Solutions,35
M031,SK11 6JL,M&E Services,Metro Rod,13
M031,SK11 6JL,M&E Services,Parr FM,2
M031,SK11 6JL,M&E Services,Arrow Industrial,2
M031,SK11 6JL,M&E Services,B-Engineering,2
M031,SK11 6JL,M&E Services,Aqualytix,2
M031,SK11 6JL,M&E Services,RJ Lifts,2
M035,SA73 2JW,Building Fabric Maintenance,NSS Maintenance,2
M035,SA73 2JW,Building Fabric Maintenance,MSL,1
M035,SA73 2JW,Ground & Landscaping,IdVerde,2
M035,SA73 2JW,M&E Services,MSL,1
M037,MK4 4EN,Building Fabric Maintenance,MSL,4
M037,MK4 4EN,Building Fabric Maintenance,NSS Maintenance,2
M038,M14 6WP,Building Fabric Maintenance,Parr FM,2
M038,M14 6WP,Car Park Management,Arrow Industrial,2
M038,M14 6WP,Car Park Management,Parr FM,1
M038,M14 6WP,Ground & Landscaping,IdVerde,1
M040,HP21 8TR,Car Park Management,Parr FM,2
M040,HP21 8TR,M&E Services,Metro Rod,2
M042,M41 7WJ,Building Fabric Maintenance,NSS Maintenance,4
M042,M41 7WJ,Building Fabric Maintenance,MSL,2
M042,M41 7WJ,Car Park Management,Arrow Industrial,3
M042,M41 7WJ,Car Park Management,MSL,1
M042,M41 7WJ,M&E Services,Metro Rod,3
M042,M41 7WJ,M&E Services,IdVerde,1
M047,ME16 8RL,Building Fabric Maintenance,UK Gutters,3
M047,ME16 8RL,Building Fabric Maintenance,Expert Access Solutions,1
M047,ME16 8RL,Building Fabric Maintenance,MSL,1
M047,ME16 8RL,Ground & Landscaping,Metro Rod,1
M047,ME16 8RL,M&E Services,Expert Access Solutions,5
M047,ME16 8RL,M&E Services,Metro Rod,1
M050,HD3 4LB,Building Fabric Maintenance,NSS Maintenance,2
M050,HD3 4LB,Building Fabric Maintenance,Parr FM,1
M050,HD3 4LB,M&E Services,Arrow Industrial,5
M050,HD3 4LB,M&E Services,UBS,3
M050,HD3 4LB,M&E Services,All Round Security,2
M050,HD3 4LB,M&E Services,MSL,1
M050,HD3 4LB,Security,Arrow Industrial,1
M051,TF9 3AL,Building Fabric Maintenance,NSS Maintenance,1
M051,TF9 3AL,Car Park Management,MSL,1
M051,TF9 3AL,Security,Arrow Industrial,2
M052,TS1 3QY,Building Fabric Maintenance,Marlowe,1
M052,TS1 3QY,Building Fabric Maintenance,HFL Building Solutions,1
M052,TS1 3QY,Cleaning,Rentokil,3
M052,TS1 3QY,Cleaning,J K & J Johnson Grounds Maintenance,1
M052,TS1 3QY,Emergency & Fire Safety Systems,Marlowe,5
M052,TS1 3QY,Emergency & Fire Safety Systems,HFL Building Solutions,2
M052,TS1 3QY,Ground & Landscaping,Metro Rod,2
M052,TS1 3QY,M&E Services,HFL Building Solutions,49
M052,TS1 3QY,M&E Services,Metro Rod,4
M052,TS1 3QY,M&E Services,RJ Lifts,2
M052,TS1 3QY,M&E Services,B-Engineering,2
M052,TS1 3QY,M&E Services,UBS,1
M052,TS1 3QY,M&E Services,Aqualytix,1
M052,TS1 3QY,M&E Services,MSL,1
M052,TS1 3QY,Security,Marlowe,4
M052,TS1 3QY,Waste disposal,Oltec,1
M053,M41 8AA,Building Fabric Maintenance,UBS,3
M053,M41 8AA,Building Fabric Maintenance,NSS Maintenance,2
M053,M41 8AA,Car Park Management,Parr FM,1
M053,M41 8AA,Car Park Management,All Round Security,1
M053,M41 8AA,Car Park Management,Dorma Kaba,1
M053,M41 8AA,Emergency & Fire Safety Systems,UBS,2
M053,M41 8AA,Ground & Landscaping,UBS,1
M053,M41 8AA,Ground & Landscaping,Parr FM,1
M055,SR7 9AB,Building Fabric Maintenance,NSS Maintenance,2
M055,SR7 9AB,Building Fabric Maintenance,MSL,1
M061,M12 5JE,Building Fabric Maintenance,NSS Maintenance,4
M061,M12 5JE,Building Fabric Maintenance,MSL,1
M061,M12 5JE,Cleaning,IdVerde,1
M061,M12 5JE,Ground & Landscaping,Ground Control,1
M061,M12 5JE,Ground & Landscaping,IdVerde,1
M070,WA7 6ES,M&E Services,HFL Building Solutions,1
M070,WA7 6ES,M&E Services,Aqualytix,1
M077,SO41 0PG ,Building Fabric Maintenance,NSS Maintenance,1
M078,DT9 5FH,Ground & Landscaping,Expert Access Solutions,2
M078,DT9 5FH,Ground & Landscaping,IdVerde,1
M078,DT9 5FH,Ground & Landscaping,MSL,1
M080,LE67 9WU,Building Fabric Maintenance,UBS,2
M080,LE67 9WU,Building Fabric Maintenance,MSL,2
M082,CT9 1QY,Building Fabric Maintenance,NSS Maintenance,6
M083,CT9 3NR,Building Fabric Maintenance,NSS Maintenance,2
M083,CT9 3NR,M&E Services,Metro Rod,3
M086,WR14 2GP,Building Fabric Maintenance,UBS,33
M086,WR14 2GP,Building Fabric Maintenance,Expert Access Solutions,2
M086,WR14 2GP,Building Fabric Maintenance,NSS Maintenance,2
M086,WR14 2GP,Building Fabric Maintenance,SB-FM,2
M086,WR14 2GP,Building Fabric Maintenance,PTSG - Access & Safety,1
M086,WR14 2GP,Building Fabric Maintenance,Dorma Kaba,1
M086,WR14 2GP,Building Fabric Maintenance,MSL,1
M086,WR14 2GP,Cleaning,SB-FM,1
M086,WR14 2GP,Emergency & Fire Safety Systems,Marlowe,3
M086,WR14 2GP,M&E Services,UBS,15
M086,WR14 2GP,M&E Services,HCS WATER TREATMENT,2
M086,WR14 2GP,M&E Services,Expert Access Solutions,1
M086,WR14 2GP,M&E Services,RJ Lifts,1
M086,WR14 2GP,M&E Services,Aqualytix,1
M086,WR14 2GP,M&E Services,Marlowe,1
M086,WR14 2GP,M&E Services,Metro Rod,1
M086,WR14 2GP,M&E Services,MSL,1
M086,WR14 2GP,M&E Services,Rentokil,1
M086,WR14 2GP,M&E Services,Dorma Kaba,1
M086,WR14 2GP,Security,Marlowe,7
M086,WR14 2GP,Security,UBS,1
M089,PE15 9BF,Building Fabric Maintenance,MSL,1
M089,PE15 9BF,M&E Services,Metro Rod,1
M091,MK15 9ET,Ground & Landscaping,IdVerde,1
M097,MK8 9HN,Building Fabric Maintenance,NSS Maintenance,3
M098,DE4 5BP,Building Fabric Maintenance,Parr FM,1
M098,DE4 5BP,Building Fabric Maintenance,MSL,1
M098,DE4 5BP,Car Park Management,MSL,1
M098,DE4 5BP,Ground & Landscaping,MSL,2
M098,DE4 5BP,Ground & Landscaping,Ground Control,1
N002,TS3 6AL,Building Fabric Maintenance,Arrow Industrial,4
N002,TS3 6AL,Building Fabric Maintenance,HFL Building Solutions,4
N002,TS3 6AL,Building Fabric Maintenance,MSL,1
N002,TS3 6AL,Building Fabric Maintenance,NSS Maintenance,1
N002,TS3 6AL,Building Fabric Maintenance,Rentokil,1
N002,TS3 6AL,Cleaning,Rentokil,1
N002,TS3 6AL,Emergency & Fire Safety Systems,HFL Building Solutions,1
N002,TS3 6AL,Emergency & Fire Safety Systems,Arrow Industrial,1
N002,TS3 6AL,Ground & Landscaping,HFL Building Solutions,1
N002,TS3 6AL,Ground & Landscaping,MSL,1
N002,TS3 6AL,M&E Services,HFL Building Solutions,23
N002,TS3 6AL,M&E Services,RJ Lifts,14
N002,TS3 6AL,M&E Services,Arrow Industrial,1
N002,TS3 6AL,M&E Services,Aqualytix,1
N002,TS3 6AL,M&E Services,Metro Rod,1
N002,TS3 6AL,Security,Arrow Industrial,8
N002,TS3 6AL,Security,Marlowe,1
N002,TS3 6AL,Waste disposal,J K & J Johnson Grounds Maintenance,1
N005,CW8 4LF,Building Fabric Maintenance,UK Gutters,1
N005,CW8 4LF,Car Park Management,Parr FM,5
N005,CW8 4LF,Ground & Landscaping,IdVerde,2
N005,CW8 4LF,Ground & Landscaping,MSL,1
N005,CW8 4LF,M&E Services,Arrow Industrial,2
N005,CW8 4LF,M&E Services,Parr FM,1
N005,CW8 4LF,M&E Services,MSL,1
N008,CW5 5NX,Building Fabric Maintenance,NSS Maintenance,3
N008,CW5 5NX,Building Fabric Maintenance,Parr FM,2
N008,CW5 5NX,Car Park Management,Arrow Industrial,1
N008,CW5 5NX,Ground & Landscaping,Rentokil,1
N008,CW5 5NX,Ground & Landscaping,Whitesides,1
N008,CW5 5NX,M&E Services,Metro Rod,1
N008,CW5 5NX,M&E Services,Arrow Industrial,1
N008,CW5 5NX,Security,Arrow Industrial,1
N012,KT3 3TX,Building Fabric Maintenance,Parr FM,1
N012,KT3 3TX,Building Fabric Maintenance,Dorma Kaba,1
N013,NE6 1SG,M&E Services,Metro Rod,2
N014,NE5 1LJ,Building Fabric Maintenance,Parr FM,12
N014,NE5 1LJ,Building Fabric Maintenance,UBS,4
N014,NE5 1LJ,Building Fabric Maintenance,MSL,4
N014,NE5 1LJ,Building Fabric Maintenance,HFL Building Solutions,4
N014,NE5 1LJ,Building Fabric Maintenance,NSS Maintenance,4
N014,NE5 1LJ,Car Park Management,Parr FM,1
N014,NE5 1LJ,Cleaning,SB-FM,1
N014,NE5 1LJ,Ground & Landscaping,J K & J Johnson Grounds Maintenance,1
N014,NE5 1LJ,M&E Services,HFL Building Solutions,6
N014,NE5 1LJ,M&E Services,RJ Lifts,3
N014,NE5 1LJ,M&E Services,Parr FM,2
N014,NE5 1LJ,M&E Services,Metro Rod,1
N017,B31 5ER,Building Fabric Maintenance,NSS Maintenance,2
N017,B31 5ER,Building Fabric Maintenance,LCM Group,1
N017,B31 5ER,Ground & Landscaping,IdVerde,1
N021,HA6 2RG,Building Fabric Maintenance,MSL,3
N021,HA6 2RG,Building Fabric Maintenance,UK Gutters,3
N021,HA6 2RG,Building Fabric Maintenance,Parr FM,2
N021,HA6 2RG,Building Fabric Maintenance,Dorma Kaba,2
N021,HA6 2RG,Car Park Management,UBS,6
N021,HA6 2RG,Car Park Management,MSL,2
N021,HA6 2RG,Cleaning,UBS,2
N021,HA6 2RG,Cleaning,Zest Recycling,1
N021,HA6 2RG,Ground & Landscaping,UBS,7
N021,HA6 2RG,Ground & Landscaping,IdVerde,4
N021,HA6 2RG,Ground & Landscaping,MSL,4
N021,HA6 2RG,Ground & Landscaping,Ground Control,2
N021,HA6 2RG,Ground & Landscaping,Parr FM,1
N023,NG6 8AQ,Car Park Management,Dorma Kaba,1
N023,NG6 8AQ,Car Park Management,Expert Access Solutions,1
N023,NG6 8AQ,Ground & Landscaping,MSL,1
N033,NG4 2FN,Building Fabric Maintenance,Parr FM,3
N033,NG4 2FN,Building Fabric Maintenance,NSS Maintenance,3
N033,NG4 2FN,Building Fabric Maintenance,MSL,1
N033,NG4 2FN,Ground & Landscaping,Metro Rod,2
N034,SA67 7AA,Cleaning,SB-FM,1
N034,SA67 7AA,Cleaning,Zest Recycling,1
N034,SA67 7AA,Ground & Landscaping,IdVerde,1
N034,SA67 7AA,M&E Services,MSL,5
N034,SA67 7AA,M&E Services,Metro Rod,3
N034,SA67 7AA,M&E Services,UBS,3
N034,SA67 7AA,M&E Services,Dorma Kaba,1
N034,SA67 7AA,M&E Services,RJ Lifts,1
N034,SA67 7AA,Security,Marlowe,2
N034,SA67 7AA,Security,Securigroup,1
N036,NG5 5GU,Building Fabric Maintenance,UBS,5
N036,NG5 5GU,Building Fabric Maintenance,Dorma Kaba,1
N036,NG5 5GU,Cleaning,SB-FM,1
N036,NG5 5GU,Emergency & Fire Safety Systems,Marlowe,4
N036,NG5 5GU,Ground & Landscaping,UBS,1
N036,NG5 5GU,M&E Services,UBS,15
N036,NG5 5GU,M&E Services,RJ Lifts,1
N036,NG5 5GU,Security,Marlowe,1
N036,NG5 5GU,Waste disposal,Zest Recycling,1
O003,LL13 0ED,Building Fabric Maintenance,NSS Maintenance,2
O003,LL13 0ED,Building Fabric Maintenance,Parr FM,1
O008,LE15 6NT,Building Fabric Maintenance,MSL,1
O008,LE15 6NT,Ground & Landscaping,Parr FM,5
O008,LE15 6NT,Ground & Landscaping,Franklin Infrastructure,1
O008,LE15 6NT,Ground & Landscaping,IdVerde,1
O008,LE15 6NT,M&E Services,MSL,4
O009,OL1 2PD,Building Fabric Maintenance,MSL,1
O009,OL1 2PD,Building Fabric Maintenance,Parr FM,1
O009,OL1 2PD,Car Park Management,Arrow Industrial,1
O009,OL1 2PD,Ground & Landscaping,Parr FM,2
O009,OL1 2PD,Ground & Landscaping,IdVerde,1
O009,OL1 2PD,M&E Services,RJ Lifts,2
O009,OL1 2PD,M&E Services,Metro Rod,2
O009,OL1 2PD,M&E Services,Arrow Industrial,1
O011,RH8 0BQ,Building Fabric Maintenance,Parr FM,5
O011,RH8 0BQ,Building Fabric Maintenance,Franklin Infrastructure,1
O011,RH8 0BQ,Car Park Management,Franklin Infrastructure,1
P007,PE1 2QP,Building Fabric Maintenance,Parr FM,1
P007,PE1 2QP,Building Fabric Maintenance,UBS,1
P007,PE1 2QP,Car Park Management,MSL,1
P007,PE1 2QP,Emergency & Fire Safety Systems,UBS,2
P007,PE1 2QP,Emergency & Fire Safety Systems,Marlowe,1
P007,PE1 2QP,M&E Services,UBS,6
P007,PE1 2QP,M&E Services,MSL,2
P007,PE1 2QP,M&E Services,Expert Access Solutions,1
P007,PE1 2QP,M&E Services,Aqualytix,1
P008,WF8 1NF,Building Fabric Maintenance,UBS,2
P008,WF8 1NF,Building Fabric Maintenance,NSS Maintenance,2
P008,WF8 1NF,Building Fabric Maintenance,Parr FM,1
P008,WF8 1NF,Car Park Management,Parr FM,2
P008,WF8 1NF,Ground & Landscaping,Ground Control,2
P008,WF8 1NF,Ground & Landscaping,IdVerde,2
P008,WF8 1NF,Ground & Landscaping,Arrow Industrial,1
P008,WF8 1NF,M&E Services,HFL Building Solutions,2
P014,NP4 6DH,M&E Services,B-Engineering,2
P014,NP4 6DH,M&E Services,MSL,2
P014,NP4 6DH,M&E Services,RJ Lifts,2
P015,CF39 0LD,M&E Services,Dorma Kaba,1
P019,WF8 1SU,Car Park Management,MSL,2
P019,WF8 1SU,Ground & Landscaping,Ground Control,1
P019,WF8 1SU,Ground & Landscaping,IdVerde,1
P021,CF36 5PF,M&E Services,MSL,2
P028,BH14 8EE,Building Fabric Maintenance,MSL,4
P028,BH14 8EE,Building Fabric Maintenance,Marlowe,2
P028,BH14 8EE,Building Fabric Maintenance,UBS,1
P028,BH14 8EE,Cleaning,MSL,2
P028,BH14 8EE,Cleaning,Rentokil,1
P028,BH14 8EE,Ground & Landscaping,MSL,2
P028,BH14 8EE,M&E Services,MSL,1
P029,BH15 2PG,Building Fabric Maintenance,MSL,1
P031,SA72 6HL,Building Fabric Maintenance,MSL,1
P031,SA72 6HL,Building Fabric Maintenance,Parr FM,1
P031,SA72 6HL,Ground & Landscaping,MSL,2
R013,B98 9AA,Security,UBS,2
R015,NN10 0GP,Building Fabric Maintenance,UBS,4
R015,NN10 0GP,Building Fabric Maintenance,MSL,1
R015,NN10 0GP,Building Fabric Maintenance,Dorma Kaba,1
R015,NN10 0GP,Cleaning,SB-FM,1
R015,NN10 0GP,Emergency & Fire Safety Systems,UBS,2
R015,NN10 0GP,Emergency & Fire Safety Systems,Marlowe,2
R015,NN10 0GP,M&E Services,UBS,27
R015,NN10 0GP,M&E Services,Metro Rod,2
R015,NN10 0GP,M&E Services,Dorma Kaba,1
R015,NN10 0GP,M&E Services,Aqualytix,1
R015,NN10 0GP,M&E Services,RJ Lifts,1
R015,NN10 0GP,Waste disposal,Zest Recycling,2
R019,NP10 9DU,Building Fabric Maintenance,MSL,1
R019,NP10 9DU,Ground & Landscaping,IdVerde,1
R023,LL18 4HZ,Building Fabric Maintenance,NSS Maintenance,1
R023,LL18 4HZ,M&E Services,Metro Rod,1
R024,CT11 8AD,Building Fabric Maintenance,MSL,3
R024,CT11 8AD,Building Fabric Maintenance,Parr FM,2
R024,CT11 8AD,Car Park Management,MSL,5
R024,CT11 8AD,Cleaning,Rentokil,1
R024,CT11 8AD,Ground & Landscaping,Parr FM,2
R024,CT11 8AD,Ground & Landscaping,IdVerde,1
R033,TS11 7BL,Building Fabric Maintenance,MSL,4
R033,TS11 7BL,Building Fabric Maintenance,NSS Maintenance,2
R033,TS11 7BL,Building Fabric Maintenance,All Round Security,1
R033,TS11 7BL,Building Fabric Maintenance,Dorma Kaba,1
R033,TS11 7BL,M&E Services,Metro Rod,1
S031,SO19 9GH,Building Fabric Maintenance,UBS,3
S031,SO19 9GH,Building Fabric Maintenance,NSS Maintenance,3
S031,SO19 9GH,Building Fabric Maintenance,MSL,3
S031,SO19 9GH,Building Fabric Maintenance,Parr FM,2
S031,SO19 9GH,Emergency & Fire Safety Systems,MSL,1
S031,SO19 9GH,Ground & Landscaping,IdVerde,2
S031,SO19 9GH,M&E Services,MSL,4
S031,SO19 9GH,M&E Services,Metro Rod,2
S031,SO19 9GH,M&E Services,UBS,1
S031,SO19 9GH,Security,Marlowe,2
S031,SO19 9GH,Waste disposal,Oltec,1
S035,SN3 2EZ,Building Fabric Maintenance,NSS Maintenance,6
S035,SN3 2EZ,Building Fabric Maintenance,MSL,1
S035,SN3 2EZ,Emergency & Fire Safety Systems,Marlowe,1
S035,SN3 2EZ,M&E Services,UBS,4
S035,SN3 2EZ,M&E Services,MSL,2
S035,SN3 2EZ,M&E Services,Aqualytix,1
S046,YO11 3LJ,Building Fabric Maintenance,NSS Maintenance,5
S046,YO11 3LJ,Building Fabric Maintenance,Parr FM,3
S046,YO11 3LJ,Building Fabric Maintenance,MSL,1
S046,YO11 3LJ,Car Park Management,Arrow Industrial,3
S047,YO12 7AS,Building Fabric Maintenance,MSL,2
S047,YO12 7AS,Building Fabric Maintenance,NSS Maintenance,2
S047,YO12 7AS,Car Park Management,Arrow Industrial,2
S047,YO12 7AS,Car Park Management,Marlowe,1
S047,YO12 7AS,Ground & Landscaping,PTSG - Electrical Services,1
S049,PO5 1AT,Building Fabric Maintenance,NSS Maintenance,2
S049,PO5 1AT,Ground & Landscaping,MSL,1
S051,TW19 7HE,Building Fabric Maintenance,UBS,5
S051,TW19 7HE,Building Fabric Maintenance,Marlowe,1
S051,TW19 7HE,Building Fabric Maintenance,MSL,1
S051,TW19 7HE,Car Park Management,UBS,2
S051,TW19 7HE,Emergency & Fire Safety Systems,UBS,3
S051,TW19 7HE,Emergency & Fire Safety Systems,Marlowe,3
S051,TW19 7HE,M&E Services,UBS,18
S051,TW19 7HE,M&E Services,RJ Lifts,5
S051,TW19 7HE,M&E Services,Aqualytix,1
S051,TW19 7HE,M&E Services,Parr FM,1
S051,TW19 7HE,Security,Marlowe,2
S052,BD20 0DG,Car Park Management,Parr FM,3
S058,CO10 2DZ,Building Fabric Maintenance,NSS Maintenance,7
S058,CO10 2DZ,Building Fabric Maintenance,MSL,3
S058,CO10 2DZ,M&E Services,UBS,1
S059,SM2 5TL,Cleaning,Rentokil,1
S060,YO11 1UB,Building Fabric Maintenance,HFL Building Solutions,4
S060,YO11 1UB,Building Fabric Maintenance,MSL,4
S060,YO11 1UB,Building Fabric Maintenance,NSS Maintenance,4
S060,YO11 1UB,Building Fabric Maintenance,UBS,1
S060,YO11 1UB,Building Fabric Maintenance,Parr FM,1
S060,YO11 1UB,Car Park Management,Arrow Industrial,4
S060,YO11 1UB,Emergency & Fire Safety Systems,HFL Building Solutions,1
S060,YO11 1UB,Ground & Landscaping,J K & J Johnson Grounds Maintenance,3
S060,YO11 1UB,Ground & Landscaping,HFL Building Solutions,1
S060,YO11 1UB,M&E Services,RJ Lifts,4
S060,YO11 1UB,M&E Services,Arrow Industrial,4
S060,YO11 1UB,M&E Services,Aqualytix,2
S060,YO11 1UB,M&E Services,HFL Building Solutions,1
S060,YO11 1UB,Security,Marlowe,2
S061,DL10 6HB,Building Fabric Maintenance,NSS Maintenance,2
S061,DL10 6HB,Building Fabric Maintenance,Dorma Kaba,1
S061,DL10 6HB,Ground & Landscaping,Ground Control,1
S061,DL10 6HB,Ground & Landscaping,J K & J Johnson Grounds Maintenance,1
S062,HD8 8DJ,Building Fabric Maintenance,MSL,3
S062,HD8 8DJ,Car Park Management,MSL,2
S062,HD8 8DJ,Car Park Management,Parr FM,2
S062,HD8 8DJ,Ground & Landscaping,Ground Control,3
S062,HD8 8DJ,Ground & Landscaping,MSL,2
S062,HD8 8DJ,Ground & Landscaping,Parr FM,2
S062,HD8 8DJ,Ground & Landscaping,J K & J Johnson Grounds Maintenance,1
S062,HD8 8DJ,Ground & Landscaping,IdVerde,1
S062,HD8 8DJ,M&E Services,Arrow Industrial,7
S062,HD8 8DJ,M&E Services,RJ Lifts,3
S064,DN5 8DA,Building Fabric Maintenance,NSS Maintenance,4
S064,DN5 8DA,M&E Services,Metro Rod,2
S064,DN5 8DA,M&E Services,Arrow Industrial,2
S065,SY3 7QR,Building Fabric Maintenance,MSL,4
